Model,Date,Basin_Subb,Basin_Numb,Basin_Name,Basin_Su_1,Pixel_Count,ET_MM,ET_INCH
SSEBOP,2003-11-01,1-006,1-006,HAYFORK VALLEY,HAYFORK VALLEY,3115,10.845265,0.426979
SSEBOP,2003-12-01,1-006,1-006,HAYFORK VALLEY,HAYFORK VALLEY,299,6.916388,0.272299
SSEBOP,2004-01-01,1-006,1-006,HAYFORK VALLEY,HAYFORK VALLEY,513,6.465887,0.254562
SSEBOP,2004-02-01,1-006,1-006,HAYFORK VALLEY,HAYFORK VALLEY,3115,14.071589,0.554
SSEBOP,2004-03-01,1-006,1-006,HAYFORK VALLEY,HAYFORK VALLEY,3115,45.495987,1.791181
SSEBOP,2004-04-01,1-006,1-006,HAYFORK VALLEY,HAYFORK VALLEY,3115,65.397753,2.574715
SSEBOP,2004-05-01,1-006,1-006,HAYFORK VALLEY,HAYFORK VALLEY,3115,82.722953,3.256809
SSEBOP,2004-06-01,1-006,1-006,HAYFORK VALLEY,HAYFORK VALLEY,3115,81.847191,3.22233
SSEBOP,2004-07-01,1-006,1-006,HAYFORK VALLEY,HAYFORK VALLEY,3115,60.16886,2.368853
SSEBOP,2004-08-01,1-006,1-006,HAYFORK VALLEY,HAYFORK VALLEY,3115,47.185875,1.857712
SSEBOP,2004-09-01,1-006,1-006,HAYFORK VALLEY,HAYFORK VALLEY,3115,30.651364,1.206747
SSEBOP,2004-10-01,1-006,1-006,HAYFORK VALLEY,HAYFORK VALLEY,3115,17.882825,0.704048
SSEBOP,2004-11-01,1-006,1-006,HAYFORK VALLEY,HAYFORK VALLEY,3115,15.348636,0.604277
SSEBOP,2004-12-01,1-006,1-006,HAYFORK VALLEY,HAYFORK VALLEY,3115,15.769181,0.620834
SSEBOP,2025-01-01,1-006,1-006,HAYFORK VALLEY,HAYFORK VALLEY,3115,19.235313,0.757296
SSEBOP,2025-02-01,1-006,1-006,HAYFORK VALLEY,HAYFORK VALLEY,3115,11.739968,0.462203
SSEBOP,2025-03-01,1-006,1-006,HAYFORK VALLEY,HAYFORK VALLEY,3115,27.973034,1.101301
SSEBOP,2025-04-01,1-006,1-006,HAYFORK VALLEY,HAYFORK VALLEY,3115,59.970144,2.361029
SSEBOP,2025-05-01,1-006,1-006,HAYFORK VALLEY,HAYFORK VALLEY,3115,84.762761,3.337117
SSEBOP,2025-06-01,1-006,1-006,HAYFORK VALLEY,HAYFORK VALLEY,3115,81.058106,3.191264
SSEBOP,2025-07-01,1-006,1-006,HAYFORK VALLEY,HAYFORK VALLEY,3115,66.809952,2.630313
SSEBOP,2025-08-01,1-006,1-006,HAYFORK VALLEY,HAYFORK VALLEY,3115,62.357945,2.455037
SSEBOP,2025-09-01,1-006,1-006,HAYFORK VALLEY,HAYFORK VALLEY,3115,48.119422,1.894465
SSEBOP,2025-10-01,1-006,1-006,HAYFORK VALLEY,HAYFORK VALLEY,3115,42.049759,1.655502
SSEBOP,2025-11-01,1-006,1-006,HAYFORK VALLEY,HAYFORK VALLEY,3115,21.889888,0.861807
SSEBOP,2025-12-01,1-006,1-006,HAYFORK VALLEY,HAYFORK VALLEY,3095,15.497254,0.610128
SSEBOP,2003-10-01,1-007,1-007,HOOPA VALLEY,HOOPA VALLEY,787,47.499365,1.870054
SSEBOP,2003-11-01,1-007,1-007,HOOPA VALLEY,HOOPA VALLEY,787,14.163914,0.557634
SSEBOP,2003-12-01,1-007,1-007,HOOPA VALLEY,HOOPA VALLEY,375,12.357333,0.486509
SSEBOP,2004-01-01,1-007,1-007,HOOPA VALLEY,HOOPA VALLEY,375,20.613333,0.811549
SSEBOP,2004-02-01,1-007,1-007,HOOPA VALLEY,HOOPA VALLEY,787,30.754765,1.210818
SSEBOP,2004-03-01,1-007,1-007,HOOPA VALLEY,HOOPA VALLEY,787,74.925032,2.949804
SSEBOP,2004-04-01,1-007,1-007,HOOPA VALLEY,HOOPA VALLEY,787,95.29479,3.751763
SSEBOP,2004-05-01,1-007,1-007,HOOPA VALLEY,HOOPA VALLEY,787,118.623888,4.670232
SSEBOP,2004-06-01,1-007,1-007,HOOPA VALLEY,HOOPA VALLEY,787,119.677255,4.711703
SSEBOP,2004-07-01,1-007,1-007,HOOPA VALLEY,HOOPA VALLEY,787,93.702668,3.689081
SSEBOP,2004-08-01,1-007,1-007,HOOPA VALLEY,HOOPA VALLEY,787,72.879288,2.869263
SSEBOP,2004-09-01,1-007,1-007,HOOPA VALLEY,HOOPA VALLEY,787,55.233799,2.174559
SSEBOP,2004-10-01,1-007,1-007,HOOPA VALLEY,HOOPA VALLEY,787,33.867853,1.33338
SSEBOP,2004-11-01,1-007,1-007,HOOPA VALLEY,HOOPA VALLEY,777,29.992278,1.180798
SSEBOP,2004-12-01,1-007,1-007,HOOPA VALLEY,HOOPA VALLEY,786,23.746819,0.934914
SSEBOP,2025-01-01,1-007,1-007,HOOPA VALLEY,HOOPA VALLEY,787,24.828463,0.977499
SSEBOP,2025-02-01,1-007,1-007,HOOPA VALLEY,HOOPA VALLEY,787,22.604828,0.889954
SSEBOP,2025-03-01,1-007,1-007,HOOPA VALLEY,HOOPA VALLEY,787,40.678526,1.601517
SSEBOP,2025-04-01,1-007,1-007,HOOPA VALLEY,HOOPA VALLEY,787,73.726811,2.90263
SSEBOP,2025-05-01,1-007,1-007,HOOPA VALLEY,HOOPA VALLEY,787,103.434562,4.072227
SSEBOP,2025-06-01,1-007,1-007,HOOPA VALLEY,HOOPA VALLEY,787,103.457433,4.073127
SSEBOP,2025-07-01,1-007,1-007,HOOPA VALLEY,HOOPA VALLEY,787,94.106734,3.70499
SSEBOP,2025-08-01,1-007,1-007,HOOPA VALLEY,HOOPA VALLEY,787,81.386277,3.204184
SSEBOP,2025-09-01,1-007,1-007,HOOPA VALLEY,HOOPA VALLEY,787,55.554003,2.187165
